Offset in HCU,PB MIDI1,PB Hex MIDI2,𝚫PB MIDI1,Pitch from MIDI1,PB MIDI2,PB Hex MIDI2,𝚫PB MIDI2,Pitch from MIDI2
-2260,478,"0x01DE",3,-2260,125269880,"0x07777778",894785,-2260
-2259,482,"0x01E2",4,-2259,126164665,"0x07851EB9",894785,-2259
-2258,485,"0x01E5",3,-2258,127059450,"0x0792C5FA",894785,-2258
-2257,489,"0x01E9",4,-2257,127954235,"0x07A06D3B",894785,-2256
-2256,492,"0x01EC",3,-2256,128849019,"0x07AE147B",894784,-2256
-2255,495,"0x01EF",3,-2255,129743804,"0x07BBBBBC",894785,-2255
-2254,499,"0x01F3",4,-2254,130638589,"0x07C962FD",894785,-2254
-2253,502,"0x01F6",3,-2253,131533374,"0x07D70A3E",894785,-2253
-2252,506,"0x01FA",4,-2252,132428159,"0x07E4B17F",894785,-2252
-2251,509,"0x01FD",3,-2251,133322944,"0x07F258C0",894785,-2251
-2250,512,"0x0200",3,-2250,134217728,"0x08000000",894784,-2250
-2249,516,"0x0204",4,-2249,135112513,"0x080DA741",894785,-2249
-2248,519,"0x0207",3,-2248,136007298,"0x081B4E82",894785,-2248
-2247,523,"0x020B",4,-2247,136902083,"0x0828F5C3",894785,-2247
-2246,526,"0x020E",3,-2246,137796868,"0x08369D04",894785,-2246
-2245,530,"0x0212",4,-2245,138691653,"0x08444445",894785,-2245
-2244,533,"0x0215",3,-2244,139586438,"0x0851EB86",894785,-2244
-2243,536,"0x0218",3,-2243,140481222,"0x085F92C6",894784,-2243
-2242,540,"0x021C",4,-2242,141376007,"0x086D3A07",894785,-2242
-2241,543,"0x021F",3,-2241,142270792,"0x087AE148",894785,-2241
-2240,547,"0x0223",4,-2240,143165577,"0x08888889",894785,-2240
-2239,550,"0x0226",3,-2239,144060362,"0x08962FCA",894785,-2239
-2238,553,"0x0229",3,-2238,144955147,"0x08A3D70B",894785,-2238
-2237,557,"0x022D",4,-2237,145849932,"0x08B17E4C",894785,-2237
-2236,560,"0x0230",3,-2236,146744716,"0x08BF258C",894784,-2236
-2235,564,"0x0234",4,-2235,147639501,"0x08CCCCCD",894785,-2235
-2234,567,"0x0237",3,-2234,148534286,"0x08DA740E",894785,-2234
-2233,571,"0x023B",4,-2232,149429071,"0x08E81B4F",894785,-2233
-2232,574,"0x023E",3,-2232,150323856,"0x08F5C290",894785,-2232
-2231,577,"0x0241",3,-2231,151218641,"0x090369D1",894785,-2231
-2230,581,"0x0245",4,-2230,152113426,"0x09111112",894785,-2229
-2229,584,"0x0248",3,-2229,153008210,"0x091EB852",894784,-2229
-2228,588,"0x024C",4,-2228,153902995,"0x092C5F93",894785,-2228
-2227,591,"0x024F",3,-2227,154797780,"0x093A06D4",894785,-2227
-2226,594,"0x0252",3,-2226,155692565,"0x0947AE15",894785,-2226
-2225,598,"0x0256",4,-2225,156587350,"0x09555556",894785,-2225
-2224,601,"0x0259",3,-2224,157482135,"0x0962FC97",894785,-2224
-2223,605,"0x025D",4,-2223,158376920,"0x0970A3D8",894785,-2222
-2222,608,"0x0260",3,-2222,159271704,"0x097E4B18",894784,-2222
-2221,611,"0x0263",3,-2221,160166489,"0x098BF259",894785,-2221
-2220,615,"0x0267",4,-2220,161061274,"0x0999999A",894785,-2220
-2219,618,"0x026A",3,-2219,161956059,"0x09A740DB",894785,-2219
-2218,622,"0x026E",4,-2218,162850844,"0x09B4E81C",894785,-2218
-2217,625,"0x0271",3,-2217,163745629,"0x09C28F5D",894785,-2217
-2216,629,"0x0275",4,-2215,164640414,"0x09D0369E",894785,-2215
-2215,632,"0x0278",3,-2215,165535198,"0x09DDDDDE",894784,-2215
-2214,635,"0x027B",3,-2214,166429983,"0x09EB851F",894785,-2214
-2213,639,"0x027F",4,-2213,167324768,"0x09F92C60",894785,-2213
-2212,642,"0x0282",3,-2212,168219553,"0x0A06D3A1",894785,-2212
-2211,646,"0x0286",4,-2211,169114338,"0x0A147AE2",894785,-2211
-2210,649,"0x0289",3,-2210,170009123,"0x0A222223",894785,-2210
-2209,652,"0x028C",3,-2209,170903907,"0x0A2FC963",894784,-2209
-2208,656,"0x0290",4,-2208,171798692,"0x0A3D70A4",894785,-2208
-2207,659,"0x0293",3,-2207,172693477,"0x0A4B17E5",894785,-2207
-2206,663,"0x0297",4,-2206,173588262,"0x0A58BF26",894785,-2206
-2205,666,"0x029A",3,-2205,174483047,"0x0A666667",894785,-2205
-2204,670,"0x029E",4,-2203,175377832,"0x0A740DA8",894785,-2204
-2203,673,"0x02A1",3,-2203,176272617,"0x0A81B4E9",894785,-2203
-2202,676,"0x02A4",3,-2202,177167401,"0x0A8F5C29",894784,-2202
-2201,680,"0x02A8",4,-2201,178062186,"0x0A9D036A",894785,-2201
-2200,683,"0x02AB",3,-2200,178956971,"0x0AAAAAAB",894785,-2200
-2199,687,"0x02AF",4,-2198,179851756,"0x0AB851EC",894785,-2199
-2198,690,"0x02B2",3,-2198,180746541,"0x0AC5F92D",894785,-2198
-2197,693,"0x02B5",3,-2197,181641326,"0x0AD3A06E",894785,-2197
-2196,697,"0x02B9",4,-2196,182536111,"0x0AE147AF",894785,-2195
-2195,700,"0x02BC",3,-2195,183430895,"0x0AEEEEEF",894784,-2195
-2194,704,"0x02C0",4,-2194,184325680,"0x0AFC9630",894785,-2194
-2193,707,"0x02C3",3,-2193,185220465,"0x0B0A3D71",894785,-2193
-2192,710,"0x02C6",3,-2192,186115250,"0x0B17E4B2",894785,-2192
-2191,714,"0x02CA",4,-2191,187010035,"0x0B258BF3",894785,-2191
-2190,717,"0x02CD",3,-2190,187904820,"0x0B333334",894785,-2190
-2189,721,"0x02D1",4,-2189,188799605,"0x0B40DA75",894785,-2188
-2188,724,"0x02D4",3,-2188,189694389,"0x0B4E81B5",894784,-2188
-2187,728,"0x02D8",4,-2186,190589174,"0x0B5C28F6",894785,-2187
-2186,731,"0x02DB",3,-2186,191483959,"0x0B69D037",894785,-2186
-2185,734,"0x02DE",3,-2185,192378744,"0x0B777778",894785,-2185
-2184,738,"0x02E2",4,-2184,193273529,"0x0B851EB9",894785,-2184
-2183,741,"0x02E5",3,-2183,194168314,"0x0B92C5FA",894785,-2183
-2182,745,"0x02E9",4,-2182,195063099,"0x0BA06D3B",894785,-2181
-2181,748,"0x02EC",3,-2181,195957883,"0x0BAE147B",894784,-2181
-2180,751,"0x02EF",3,-2180,196852668,"0x0BBBBBBC",894785,-2180
-2179,755,"0x02F3",4,-2179,197747453,"0x0BC962FD",894785,-2179
-2178,758,"0x02F6",3,-2178,198642238,"0x0BD70A3E",894785,-2178
-2177,762,"0x02FA",4,-2177,199537023,"0x0BE4B17F",894785,-2177
-2176,765,"0x02FD",3,-2176,200431808,"0x0BF258C0",894785,-2176
-2175,768,"0x0300",3,-2175,201326592,"0x0C000000",894784,-2175
-2174,772,"0x0304",4,-2174,202221377,"0x0C0DA741",894785,-2174
-2173,775,"0x0307",3,-2173,203116162,"0x0C1B4E82",894785,-2173
-2172,779,"0x030B",4,-2172,204010947,"0x0C28F5C3",894785,-2172
-2171,782,"0x030E",3,-2171,204905732,"0x0C369D04",894785,-2171
-2170,786,"0x0312",4,-2169,205800517,"0x0C444445",894785,-2170
-2169,789,"0x0315",3,-2169,206695302,"0x0C51EB86",894785,-2169
-2168,792,"0x0318",3,-2168,207590086,"0x0C5F92C6",894784,-2168
-2167,796,"0x031C",4,-2167,208484871,"0x0C6D3A07",894785,-2167
-2166,799,"0x031F",3,-2166,209379656,"0x0C7AE148",894785,-2166
-2165,803,"0x0323",4,-2165,210274441,"0x0C888889",894785,-2165
-2164,806,"0x0326",3,-2164,211169226,"0x0C962FCA",894785,-2164
-2163,809,"0x0329",3,-2163,212064011,"0x0CA3D70B",894785,-2163
-2162,813,"0x032D",4,-2162,212958796,"0x0CB17E4C",894785,-2161
-2161,816,"0x0330",3,-2161,213853580,"0x0CBF258C",894784,-2161
-2160,820,"0x0334",4,-2160,214748365,"0x0CCCCCCD",894785,-2160
-2159,823,"0x0337",3,-2159,215643150,"0x0CDA740E",894785,-2159
-2158,827,"0x033B",4,-2157,216537935,"0x0CE81B4F",894785,-2158
-2157,830,"0x033E",3,-2157,217432720,"0x0CF5C290",894785,-2157
-2156,833,"0x0341",3,-2156,218327505,"0x0D0369D1",894785,-2156
-2155,837,"0x0345",4,-2155,219222290,"0x0D111112",894785,-2154
-2154,840,"0x0348",3,-2154,220117074,"0x0D1EB852",894784,-2154
-2153,844,"0x034C",4,-2152,221011859,"0x0D2C5F93",894785,-2153
-2152,847,"0x034F",3,-2152,221906644,"0x0D3A06D4",894785,-2152
-2151,850,"0x0352",3,-2151,222801429,"0x0D47AE15",894785,-2151
-2150,854,"0x0356",4,-2150,223696214,"0x0D555556",894785,-2150
-2149,857,"0x0359",3,-2149,224590999,"0x0D62FC97",894785,-2149
-2148,861,"0x035D",4,-2148,225485784,"0x0D70A3D8",894785,-2147
-2147,864,"0x0360",3,-2147,226380568,"0x0D7E4B18",894784,-2147
-2146,867,"0x0363",3,-2146,227275353,"0x0D8BF259",894785,-2146
-2145,871,"0x0367",4,-2145,228170138,"0x0D99999A",894785,-2145
-2144,874,"0x036A",3,-2144,229064923,"0x0DA740DB",894785,-2144
-2143,878,"0x036E",4,-2143,229959708,"0x0DB4E81C",894785,-2143
-2142,881,"0x0371",3,-2142,230854493,"0x0DC28F5D",894785,-2142
-2141,885,"0x0375",4,-2140,231749278,"0x0DD0369E",894785,-2140
-2140,888,"0x0378",3,-2140,232644062,"0x0DDDDDDE",894784,-2140
-2139,891,"0x037B",3,-2139,233538847,"0x0DEB851F",894785,-2139
-2138,895,"0x037F",4,-2138,234433632,"0x0DF92C60",894785,-2138
-2137,898,"0x0382",3,-2137,235328417,"0x0E06D3A1",894785,-2137
-2136,902,"0x0386",4,-2136,236223202,"0x0E147AE2",894785,-2136
-2135,905,"0x0389",3,-2135,237117987,"0x0E222223",894785,-2135
-2134,908,"0x038C",3,-2134,238012771,"0x0E2FC963",894784,-2134
-2133,912,"0x0390",4,-2133,238907556,"0x0E3D70A4",894785,-2133
-2132,915,"0x0393",3,-2132,239802341,"0x0E4B17E5",894785,-2132
-2131,919,"0x0397",4,-2131,240697126,"0x0E58BF26",894785,-2131
-2130,922,"0x039A",3,-2130,241591911,"0x0E666667",894785,-2130
-2129,926,"0x039E",4,-2128,242486696,"0x0E740DA8",894785,-2129
-2128,929,"0x03A1",3,-2128,243381481,"0x0E81B4E9",894785,-2127
-2127,932,"0x03A4",3,-2127,244276265,"0x0E8F5C29",894784,-2127
-2126,936,"0x03A8",4,-2126,245171050,"0x0E9D036A",894785,-2126
-2125,939,"0x03AB",3,-2125,246065835,"0x0EAAAAAB",894785,-2125
-2124,943,"0x03AF",4,-2123,246960620,"0x0EB851EC",894785,-2124
-2123,946,"0x03B2",3,-2123,247855405,"0x0EC5F92D",894785,-2123
-2122,949,"0x03B5",3,-2122,248750190,"0x0ED3A06E",894785,-2122
-2121,953,"0x03B9",4,-2121,249644975,"0x0EE147AF",894785,-2120
-2120,956,"0x03BC",3,-2120,250539759,"0x0EEEEEEF",894784,-2120
-2119,960,"0x03C0",4,-2119,251434544,"0x0EFC9630",894785,-2119
-2118,963,"0x03C3",3,-2118,252329329,"0x0F0A3D71",894785,-2118
-2117,966,"0x03C6",3,-2117,253224114,"0x0F17E4B2",894785,-2117
-2116,970,"0x03CA",4,-2116,254118899,"0x0F258BF3",894785,-2116
-2115,973,"0x03CD",3,-2115,255013684,"0x0F333334",894785,-2115
-2114,977,"0x03D1",4,-2114,255908469,"0x0F40DA75",894785,-2113
-2113,980,"0x03D4",3,-2113,256803253,"0x0F4E81B5",894784,-2113
-2112,984,"0x03D8",4,-2111,257698038,"0x0F5C28F6",894785,-2112
-2111,987,"0x03DB",3,-2111,258592823,"0x0F69D037",894785,-2111
-2110,990,"0x03DE",3,-2110,259487608,"0x0F777778",894785,-2110
-2109,994,"0x03E2",4,-2109,260382393,"0x0F851EB9",894785,-2109
-2108,997,"0x03E5",3,-2108,261277178,"0x0F92C5FA",894785,-2108
-2107,1001,"0x03E9",4,-2106,262171963,"0x0FA06D3B",894785,-2106
-2106,1004,"0x03EC",3,-2106,263066747,"0x0FAE147B",894784,-2106
-2105,1007,"0x03EF",3,-2105,263961532,"0x0FBBBBBC",894785,-2105
-2104,1011,"0x03F3",4,-2104,264856317,"0x0FC962FD",894785,-2104
-2103,1014,"0x03F6",3,-2103,265751102,"0x0FD70A3E",894785,-2103
-2102,1018,"0x03FA",4,-2102,266645887,"0x0FE4B17F",894785,-2102
-2101,1021,"0x03FD",3,-2101,267540672,"0x0FF258C0",894785,-2101
-2100,1024,"0x0400",3,-2100,268435456,"0x10000000",894784,-2100
-2099,1028,"0x0404",4,-2099,269330241,"0x100DA741",894785,-2099
-2098,1031,"0x0407",3,-2098,270225026,"0x101B4E82",894785,-2098
-2097,1035,"0x040B",4,-2097,271119811,"0x1028F5C3",894785,-2097
-2096,1038,"0x040E",3,-2096,272014596,"0x10369D04",894785,-2096
-2095,1042,"0x0412",4,-2094,272909381,"0x10444445",894785,-2095
-2094,1045,"0x0415",3,-2094,273804166,"0x1051EB86",894785,-2093
-2093,1048,"0x0418",3,-2093,274698950,"0x105F92C6",894784,-2093
-2092,1052,"0x041C",4,-2092,275593735,"0x106D3A07",894785,-2092
-2091,1055,"0x041F",3,-2091,276488520,"0x107AE148",894785,-2091
-2090,1059,"0x0423",4,-2090,277383305,"0x10888889",894785,-2090
-2089,1062,"0x0426",3,-2089,278278090,"0x10962FCA",894785,-2089
-2088,1065,"0x0429",3,-2088,279172875,"0x10A3D70B",894785,-2088
-2087,1069,"0x042D",4,-2087,280067660,"0x10B17E4C",894785,-2086
-2086,1072,"0x0430",3,-2086,280962444,"0x10BF258C",894784,-2086
-2085,1076,"0x0434",4,-2085,281857229,"0x10CCCCCD",894785,-2085
-2084,1079,"0x0437",3,-2084,282752014,"0x10DA740E",894785,-2084
-2083,1083,"0x043B",4,-2082,283646799,"0x10E81B4F",894785,-2083
-2082,1086,"0x043E",3,-2082,284541584,"0x10F5C290",894785,-2082
-2081,1089,"0x0441",3,-2081,285436369,"0x110369D1",894785,-2081
-2080,1093,"0x0445",4,-2080,286331154,"0x11111112",894785,-2079
-2079,1096,"0x0448",3,-2079,287225938,"0x111EB852",894784,-2079
-2078,1100,"0x044C",4,-2077,288120723,"0x112C5F93",894785,-2078
-2077,1103,"0x044F",3,-2077,289015508,"0x113A06D4",894785,-2077
-2076,1106,"0x0452",3,-2076,289910293,"0x1147AE15",894785,-2076
-2075,1110,"0x0456",4,-2075,290805078,"0x11555556",894785,-2075
-2074,1113,"0x0459",3,-2074,291699863,"0x1162FC97",894785,-2074
-2073,1117,"0x045D",4,-2073,292594648,"0x1170A3D8",894785,-2072
-2072,1120,"0x0460",3,-2072,293489432,"0x117E4B18",894784,-2072
-2071,1123,"0x0463",3,-2071,294384217,"0x118BF259",894785,-2071
-2070,1127,"0x0467",4,-2070,295279002,"0x1199999A",894785,-2070
-2069,1130,"0x046A",3,-2069,296173787,"0x11A740DB",894785,-2069
-2068,1134,"0x046E",4,-2068,297068572,"0x11B4E81C",894785,-2068
-2067,1137,"0x0471",3,-2067,297963357,"0x11C28F5D",894785,-2067
-2066,1141,"0x0475",4,-2065,298858142,"0x11D0369E",894785,-2065
-2065,1144,"0x0478",3,-2065,299752926,"0x11DDDDDE",894784,-2065
-2064,1147,"0x047B",3,-2064,300647711,"0x11EB851F",894785,-2064
-2063,1151,"0x047F",4,-2063,301542496,"0x11F92C60",894785,-2063
-2062,1154,"0x0482",3,-2062,302437281,"0x1206D3A1",894785,-2062
-2061,1158,"0x0486",4,-2060,303332066,"0x12147AE2",894785,-2061
-2060,1161,"0x0489",3,-2060,304226851,"0x12222223",894785,-2059
-2059,1164,"0x048C",3,-2059,305121635,"0x122FC963",894784,-2059
-2058,1168,"0x0490",4,-2058,306016420,"0x123D70A4",894785,-2058
-2057,1171,"0x0493",3,-2057,306911205,"0x124B17E5",894785,-2057
-2056,1175,"0x0497",4,-2056,307805990,"0x1258BF26",894785,-2056
-2055,1178,"0x049A",3,-2055,308700775,"0x12666667",894785,-2055
-2054,1182,"0x049E",4,-2053,309595560,"0x12740DA8",894785,-2054
-2053,1185,"0x04A1",3,-2053,310490345,"0x1281B4E9",894785,-2052
-2052,1188,"0x04A4",3,-2052,311385129,"0x128F5C29",894784,-2052
-2051,1192,"0x04A8",4,-2051,312279914,"0x129D036A",894785,-2051
-2050,1195,"0x04AB",3,-2050,313174699,"0x12AAAAAB",894785,-2050
-2049,1199,"0x04AF",4,-2048,314069484,"0x12B851EC",894785,-2049
-2048,1202,"0x04B2",3,-2048,314964269,"0x12C5F92D",894785,-2048
-2047,1205,"0x04B5",3,-2047,315859054,"0x12D3A06E",894785,-2047
-2046,1209,"0x04B9",4,-2046,316753839,"0x12E147AF",894785,-2045
