Pitch Offset,Pitch Bend,Pitch Bend Hex,Delta Pitch Bend,Linear Pitch Offset,Linear Pitch Offset Delta,Piecewise Pitch Offset,Piecewise Pitch Offset Delta
-500,0,"0x0000",0,-500.000,0.000,-500.000,0.000
-499,17,"0x0011",17,-499.084,0.084,-499.023,0.023
-498,33,"0x0021",16,-498.047,0.047,-497.986,-0.014
-497,50,"0x0032",17,-497.070,0.070,-497.009,0.009
-496,66,"0x0042",16,-496.032,0.032,-495.972,-0.028
-495,82,"0x0052",16,-495.056,0.056,-494.995,-0.005
-494,99,"0x0063",17,-494.079,0.079,-494.019,0.019
-493,115,"0x0073",16,-493.041,0.041,-492.981,-0.019
-492,132,"0x0084",17,-492.064,0.064,-492.004,0.004
-491,148,"0x0094",16,-491.088,0.088,-491.028,0.028
-490,164,"0x00A4",16,-490.050,0.050,-489.990,-0.010
-489,181,"0x00B5",17,-489.073,0.073,-489.014,0.014
-488,197,"0x00C5",16,-488.036,0.036,-487.976,-0.024
-487,213,"0x00D5",16,-487.059,0.059,-487.000,-0.000
-486,230,"0x00E6",17,-486.082,0.082,-486.023,0.023
-485,246,"0x00F6",16,-485.045,0.045,-484.985,-0.015
-484,263,"0x0107",17,-484.068,0.068,-484.009,0.009
-483,279,"0x0117",16,-483.030,0.030,-482.971,-0.029
-482,295,"0x0127",16,-482.053,0.053,-481.995,-0.005
-481,312,"0x0138",17,-481.077,0.077,-481.018,0.018
-480,328,"0x0148",16,-480.039,0.039,-479.980,-0.020
-479,345,"0x0159",17,-479.062,0.062,-479.004,0.004
-478,361,"0x0169",16,-478.086,0.086,-478.027,0.027
-477,377,"0x0179",16,-477.048,0.048,-476.990,-0.010
-476,394,"0x018A",17,-476.071,0.071,-476.013,0.013
-475,410,"0x019A",16,-475.034,0.034,-474.976,-0.024
-474,426,"0x01AA",16,-474.057,0.057,-473.999,-0.001
-473,443,"0x01BB",17,-473.080,0.080,-473.022,0.022
-472,459,"0x01CB",16,-472.042,0.042,-471.985,-0.015
-471,476,"0x01DC",17,-471.066,0.066,-471.008,0.008
-470,492,"0x01EC",16,-470.028,0.028,-469.971,-0.029
-469,508,"0x01FC",16,-469.051,0.051,-468.994,-0.006
-468,525,"0x020D",17,-468.075,0.075,-468.018,0.018
-467,541,"0x021D",16,-467.037,0.037,-466.980,-0.020
-466,558,"0x022E",17,-466.060,0.060,-466.003,0.003
-465,574,"0x023E",16,-465.084,0.084,-465.027,0.027
-464,590,"0x024E",16,-464.046,0.046,-463.989,-0.011
-463,607,"0x025F",17,-463.069,0.069,-463.013,0.013
-462,623,"0x026F",16,-462.031,0.031,-461.975,-0.025
-461,639,"0x027F",16,-461.055,0.055,-460.999,-0.001
-460,656,"0x0290",17,-460.078,0.078,-460.022,0.022
-459,672,"0x02A0",16,-459.040,0.040,-458.984,-0.016
-458,689,"0x02B1",17,-458.064,0.064,-458.008,0.008
-457,705,"0x02C1",16,-457.026,0.026,-456.970,-0.030
-456,721,"0x02D1",16,-456.049,0.049,-455.994,-0.006
-455,738,"0x02E2",17,-455.073,0.073,-455.017,0.017
-454,754,"0x02F2",16,-454.035,0.035,-453.979,-0.021
-453,771,"0x0303",17,-453.058,0.058,-453.003,0.003
-452,787,"0x0313",16,-452.082,0.082,-452.026,0.026
-451,803,"0x0323",16,-451.044,0.044,-450.989,-0.011
-450,820,"0x0334",17,-450.067,0.067,-450.012,0.012
-449,836,"0x0344",16,-449.029,0.029,-448.975,-0.025
-448,852,"0x0354",16,-448.053,0.053,-447.998,-0.002
-447,869,"0x0365",17,-447.076,0.076,-447.021,0.021
-446,885,"0x0375",16,-446.038,0.038,-445.984,-0.016
-445,902,"0x0386",17,-445.062,0.062,-445.007,0.007
-444,918,"0x0396",16,-444.024,0.024,-443.970,-0.030
-443,934,"0x03A6",16,-443.047,0.047,-442.993,-0.007
-442,951,"0x03B7",17,-442.071,0.071,-442.017,0.017
-441,967,"0x03C7",16,-441.033,0.033,-440.979,-0.021
-440,984,"0x03D8",17,-440.056,0.056,-440.002,0.002
-439,1000,"0x03E8",16,-439.079,0.079,-439.026,0.026
-438,1016,"0x03F8",16,-438.042,0.042,-437.988,-0.012
-437,1033,"0x0409",17,-437.065,0.065,-437.012,0.012
-436,1049,"0x0419",16,-436.027,0.027,-435.974,-0.026
-435,1065,"0x0429",16,-435.051,0.051,-434.998,-0.002
-434,1082,"0x043A",17,-434.074,0.074,-434.021,0.021
-433,1098,"0x044A",16,-433.036,0.036,-432.983,-0.017
-432,1115,"0x045B",17,-432.060,0.060,-432.007,0.007
-431,1131,"0x046B",16,-431.083,0.083,-431.030,0.030
-430,1147,"0x047B",16,-430.045,0.045,-429.993,-0.007
-429,1164,"0x048C",17,-429.068,0.068,-429.016,0.016
-428,1180,"0x049C",16,-428.031,0.031,-427.979,-0.021
-427,1197,"0x04AD",17,-427.054,0.054,-427.002,0.002
